V(1) [kV]	V(2) [kV]	V(3) [kV]	I(1) [mA]	I(2) [mA]	I(3) [mA]	MeanV [kV]	MeanI[mA]	SetV [kV]
4.4037528	4.4040302	4.4040302	0.0551462	0.0560600	0.0554350	4.4039377	0.0555471	4.4000000	3781692594.5830336
4.4045852	4.4043076	4.4043076	0.0553984	0.0559851	0.0556391	4.4044001	0.0556742	4.4000000	3781692595.7453809
4.4037528	4.4043076	4.4045852	0.0559425	0.0566570	0.0564934	4.4042152	0.0563643	4.4000000	3781692596.8963871
4.4045852	4.4045852	4.4040302	0.0569545	0.0570244	0.0569391	4.4044002	0.0569727	4.4000000	3781692598.0677705
4.4034754	4.4034754	4.4034754	0.0572086	0.0574845	0.0574375	4.4034754	0.0573769	4.4000000	3781692599.2393622
4.4037528	4.4043076	4.4040302	0.0567893	0.0565489	0.0562198	4.4040302	0.0565193	4.4000000	3781692600.4041014
4.4043076	4.4034754	4.4043076	0.0565073	0.0563212	0.0557455	4.4040302	0.0561913	4.4000000	3781692601.5764184
4.4029204	4.4037528	4.4037528	0.0550650	0.0547096	0.0546713	4.4034753	0.0548153	4.4000000	3781692602.7469263
4.4037528	4.4045852	4.4037528	0.0547967	0.0546424	0.0543606	4.4040303	0.0545999	4.4000000	3781692603.8826170
4.4040302	4.4031980	4.4040302	0.0543450	0.0543862	0.0546981	4.4037528	0.0544764	4.4000000	3781692605.0551414
4.4037528	4.4031980	4.4037528	0.0550789	0.0552877	0.0554506	4.4035679	0.0552724	4.4000000	3781692606.2305431
4.4034754	4.4031980	4.4040302	0.0555151	0.0554271	0.0553130	4.4035679	0.0554184	4.4000000	3781692607.3959918
4.4040302	4.4040302	4.4034754	0.0553223	0.0556919	0.0546968	4.4038453	0.0552370	4.4000000	3781692608.5517488
4.4040302	4.4040302	4.4043076	0.0553448	0.0552093	0.0552708	4.4041227	0.0552749	4.4000000	3781692609.7100520
4.4037528	4.4040302	4.4031980	0.0556685	0.0555700	0.0548081	4.4036603	0.0553489	4.4000000	3781692610.8764858
4.4037528	4.4037528	4.4037528	0.0554188	0.0552874	0.0552180	4.4037528	0.0553081	4.4000000	3781692612.0368614
4.4037528	4.4034754	4.4037528	0.0557238	0.0555808	0.0554222	4.4036603	0.0555756	4.4000000	3781692613.2089257
4.4037528	4.4037528	4.4040302	0.0556644	0.0553861	0.0550756	4.4038453	0.0553754	4.4000000	3781692614.3860593
4.4040302	4.4037528	4.4034754	0.0554013	0.0547794	0.0548852	4.4037528	0.0550220	4.4000000	3781692615.5527449
4.4037528	4.4037528	4.4034754	0.0548983	0.0548776	0.0551769	4.4036603	0.0549843	4.4000000	3781692616.7256384
4.4040302	4.4034754	4.4043076	0.0547879	0.0549861	0.0551214	4.4039377	0.0549652	4.4000000	3781692617.8947215
4.4040302	4.4043076	4.4037528	0.0550693	0.0555451	0.0554099	4.4040302	0.0553414	4.4000000	3781692619.0667410
4.4040302	4.4034754	4.4037528	0.0564813	0.0561000	0.0559335	4.4037528	0.0561716	4.4000000	3781692620.2163529
4.4037528	4.4037528	4.4034754	0.0555603	0.0550138	0.0552353	4.4036603	0.0552698	4.4000000	3781692621.3752046
4.4031980	4.4037528	4.4031980	0.0552879	0.0545232	0.0562143	4.4033829	0.0553418	4.4000000	3781692622.5449538
4.4031980	4.4034754	4.4037528	0.0556114	0.0551331	0.0551549	4.4034754	0.0552998	4.4000000	3781692623.7016554
4.4040302	4.4034754	4.4037528	0.0548579	0.0545466	0.0552064	4.4037528	0.0548703	4.4000000	3781692624.8572626
4.4037528	4.4037528	4.4040302	0.0547949	0.0551662	0.0550267	4.4038453	0.0549959	4.4000000	3781692626.0312366
4.4040302	4.4040302	4.4037528	0.0546471	0.0542083	0.0542390	4.4039377	0.0543648	4.4000000	3781692627.1923113
4.4037528	4.4043076	4.4037528	0.0552656	0.0553769	0.0562654	4.4039377	0.0556360	4.4000000	3781692628.3643670
4.4043076	4.4040302	4.4040302	0.0564817	0.0552669	0.0548510	4.4041227	0.0555332	4.4000000	3781692629.5344191
4.4031980	4.4037528	4.4040302	0.0547737	0.0549027	0.0549142	4.4036603	0.0548635	4.4000000	3781692630.7043128
4.4037528	4.4040302	4.4037528	0.0546703	0.0546539	0.0554198	4.4038453	0.0549147	4.4000000	3781692631.8723912
4.4034754	4.4037528	4.4029204	0.0552357	0.0553478	0.0548005	4.4033829	0.0551280	4.4000000	3781692633.0296864
4.4031980	4.4031980	4.4037528	0.0553179	0.0553187	0.0559090	4.4033829	0.0555152	4.4000000	3781692634.1948438
4.4031980	4.4034754	4.4031980	0.0561179	0.0556604	0.0558101	4.4032905	0.0558628	4.4000000	3781692635.3775191
4.4037528	4.4037528	4.4029204	0.0558957	0.0560469	0.0575007	4.4034753	0.0564811	4.4000000	3781692636.5366678
4.4034754	4.4034754	4.4034754	0.0562445	0.0558428	0.0568086	4.4034754	0.0562986	4.4000000	3781692637.7069216
4.4029204	4.4034754	4.4031980	0.0564468	0.0557029	0.0552101	4.4031979	0.0557866	4.4000000	3781692638.8704386
4.4034754	4.4034754	4.4034754	0.0559334	0.0554852	0.0559607	4.4034754	0.0557931	4.4000000	3781692640.0382352
4.4037528	4.4034754	4.4040302	0.0564744	0.0563380	0.0557997	4.4037528	0.0562040	4.4000000	3781692641.2094750
4.4037528	4.4037528	4.4034754	0.0555820	0.0552694	0.0560121	4.4036603	0.0556212	4.4000000	3781692642.3730354
4.4034754	4.4037528	4.4034754	0.0545375	0.0548903	0.0547355	4.4035679	0.0547211	4.4000000	3781692643.5449409
4.4031980	4.4034754	4.4034754	0.0545117	0.0551136	0.0538611	4.4033829	0.0544955	4.4000000	3781692644.7074246
4.4031980	4.4034754	4.4034754	0.0542919	0.0543790	0.0551486	4.4033829	0.0546065	4.4000000	3781692645.8877330
4.4034754	4.4029204	4.4029204	0.0553142	0.0550737	0.0547185	4.4031054	0.0550355	4.4000000	3781692647.0589967
4.4029204	4.4034754	4.4034754	0.0556286	0.0549753	0.0551292	4.4032904	0.0552444	4.4000000	3781692648.2275457
4.4031980	4.4029204	4.4029204	0.0549880	0.0541866	0.0537787	4.4030129	0.0543178	4.4000000	3781692649.3942575
4.4031980	4.4031980	4.4034754	0.0533042	0.0533980	0.0534538	4.4032905	0.0533853	4.4000000	3781692650.5654702
4.4026430	4.4034754	4.4031980	0.0544771	0.0543512	0.0541296	4.4031055	0.0543193	4.4000000	3781692651.7344823
4.4040302	4.4034754	4.4031980	0.0549646	0.0551218	0.0546692	4.4035679	0.0549185	4.4000000	3781692652.8857226
4.4031980	4.4034754	4.4037528	0.0547682	0.0541176	0.0545968	4.4034754	0.0544942	4.4000000	3781692654.0522976
4.4040302	4.4034754	4.4034754	0.0543592	0.0541938	0.0543221	4.4036603	0.0542917	4.4000000	3781692655.2475233
4.4037528	4.4037528	4.4040302	0.0551598	0.0555625	0.0551754	4.4038453	0.0552992	4.4000000	3781692656.3978906
4.4043076	4.4034754	4.4040302	0.0542737	0.0543605	0.0541566	4.4039377	0.0542636	4.4000000	3781692657.5626559
4.4034754	4.4037528	4.4037528	0.0543846	0.0541965	0.0544551	4.4036603	0.0543454	4.4000000	3781692658.7321854
4.4034754	4.4034754	4.4034754	0.0542949	0.0539768	0.0542051	4.4034754	0.0541589	4.4000000	3781692659.9000936
4.4040302	4.4034754	4.4034754	0.0546752	0.0545309	0.0542402	4.4036603	0.0544821	4.4000000	3781692661.0829554
4.4037528	4.4037528	4.4037528	0.0545861	0.0540908	0.0541721	4.4037528	0.0542830	4.4000000	3781692662.2437482
4.4029204	4.4034754	4.4034754	0.0545261	0.0545345	0.0544606	4.4032904	0.0545071	4.4000000	3781692663.4176064
4.4031980	4.4034754	4.4034754	0.0547083	0.0550923	0.0543334	4.4033829	0.0547113	4.4000000	3781692664.5811062
4.4034754	4.4034754	4.4029204	0.0546470	0.0540350	0.0539368	4.4032904	0.0542063	4.4000000	3781692665.7442050
4.4034754	4.4034754	4.4029204	0.0541628	0.0546591	0.0547319	4.4032904	0.0545179	4.4000000	3781692666.9243097
4.4037528	4.4034754	4.4034754	0.0541902	0.0542102	0.0541156	4.4035679	0.0541720	4.4000000	3781692668.0908170
4.4031980	4.4031980	4.4034754	0.0541344	0.0542556	0.0540895	4.4032905	0.0541598	4.4000000	3781692669.2449794
4.4031980	4.4029204	4.4026430	0.0543601	0.0541936	0.0543317	4.4029205	0.0542951	4.4000000	3781692670.4043074
4.4031980	4.4034754	4.4031980	0.0544507	0.0545206	0.0544588	4.4032905	0.0544767	4.4000000	3781692671.5709095
4.4031980	4.4029204	4.4029204	0.0545556	0.0550907	0.0549879	4.4030129	0.0548781	4.4000000	3781692672.7386479
4.4034754	4.4031980	4.4037528	0.0556691	0.0552797	0.0557581	4.4034754	0.0555690	4.4000000	3781692673.9050632
4.4040302	4.4034754	4.4040302	0.0557553	0.0556986	0.0543143	4.4038453	0.0552560	4.4000000	3781692675.0741696
4.4029204	4.4031980	4.4034754	0.0544549	0.0549040	0.0540172	4.4031979	0.0544587	4.4000000	3781692676.2443018
4.4031980	4.4031980	4.4026430	0.0540224	0.0543257	0.0543995	4.4030130	0.0542492	4.4000000	3781692677.4141464
4.4031980	4.4023656	4.4029204	0.0544432	0.0545760	0.0540434	4.4028280	0.0543542	4.4000000	3781692678.5829945
4.4031980	4.4037528	4.4031980	0.0542850	0.0546904	0.0551249	4.4033829	0.0547001	4.4000000	3781692679.7521954
4.4031980	4.4034754	4.4026430	0.0551528	0.0552760	0.0551101	4.4031055	0.0551796	4.4000000	3781692680.9183063
4.4034754	4.4031980	4.4034754	0.0549432	0.0545632	0.0546590	4.4033829	0.0547218	4.4000000	3781692682.0892434
4.4037528	4.4037528	4.4037528	0.0548240	0.0549735	0.0548830	4.4037528	0.0548935	4.4000000	3781692683.2468462
4.4031980	4.4031980	4.4040302	0.0546228	0.0548875	0.0552953	4.4034754	0.0549352	4.4000000	3781692684.4094858
4.4031980	4.4037528	4.4031980	0.0551346	0.0548116	0.0548378	4.4033829	0.0549280	4.4000000	3781692685.5792952
4.4034754	4.4034754	4.4031980	0.0553963	0.0560433	0.0555165	4.4033829	0.0556521	4.4000000	3781692686.7503080
4.4029204	4.4034754	4.4031980	0.0563663	0.0566831	0.0564510	4.4031979	0.0565001	4.4000000	3781692687.9232550
4.4037528	4.4037528	4.4040302	0.0569368	0.0568180	0.0565168	4.4038453	0.0567572	4.4000000	3781692689.0948162
4.4034754	4.4037528	4.4034754	0.0556627	0.0556165	0.0556433	4.4035679	0.0556408	4.4000000	3781692690.2591577
4.4037528	4.4034754	4.4037528	0.0556292	0.0553536	0.0549246	4.4036603	0.0553025	4.4000000	3781692691.4125519
4.4040302	4.4040302	4.4034754	0.0553149	0.0551706	0.0552606	4.4038453	0.0552487	4.4000000	3781692692.5952001
4.4037528	4.4040302	4.4040302	0.0550501	0.0551784	0.0559522	4.4039377	0.0553935	4.4000000	3781692693.7617583
4.4040302	4.4034754	4.4034754	0.0551008	0.0548196	0.0548523	4.4036603	0.0549242	4.4000000	3781692694.9340687
4.4037528	4.4034754	4.4034754	0.0560011	0.0558406	0.0566291	4.4035679	0.0561569	4.4000000	3781692696.1663055
4.4040302	4.4040302	4.4026430	0.0558331	0.0562299	0.0568217	4.4035678	0.0562949	4.4000000	3781692697.3357506
4.4037528	4.4031980	4.4034754	0.0561944	0.0562527	0.0556227	4.4034754	0.0560233	4.4000000	3781692698.5047417
4.4034754	4.4040302	4.4034754	0.0558005	0.0569919	0.0569869	4.4036603	0.0565931	4.4000000	3781692699.6674032
4.4037528	4.4031980	4.4037528	0.0572833	0.0577345	0.0568821	4.4035679	0.0573000	4.4000000	3781692700.8435674
4.4034754	4.4034754	4.4029204	0.0571621	0.0570225	0.0573711	4.4032904	0.0571852	4.4000000	3781692702.0192175
4.4031980	4.4034754	4.4034754	0.0571948	0.0579111	0.0581442	4.4033829	0.0577500	4.4000000	3781692703.1701078
4.4034754	4.4040302	4.4037528	0.0574318	0.0573851	0.0577976	4.4037528	0.0575382	4.4000000	3781692704.3299503
4.4037528	4.4031980	4.4043076	0.0577795	0.0568678	0.0564804	4.4037528	0.0570426	4.4000000	3781692705.5039606
4.4034754	4.4043076	4.4037528	0.0565723	0.0574546	0.0570416	4.4038453	0.0570228	4.4000000	3781692706.6730642
4.4037528	4.4037528	4.4034754	0.0565048	0.0577095	0.0568091	4.4036603	0.0570078	4.4000000	3781692707.8406234
4.4037528	4.4034754	4.4037528	0.0566636	0.0568693	0.0569277	4.4036603	0.0568202	4.4000000	3781692709.0027990
4.4037528	4.4037528	4.4031980	0.0566005	0.0558557	0.0553070	4.4035679	0.0559211	4.4000000	3781692710.1750383
4.4029204	4.4034754	4.4037528	0.0561282	0.0566835	0.0566497	4.4033829	0.0564871	4.4000000	3781692711.3292856
4.4037528	4.4034754	4.4037528	0.0568885	0.0566129	0.0571445	4.4036603	0.0568819	4.4000000	3781692712.4912624
4.4043076	4.4034754	4.4034754	0.0565793	0.0564162	0.0562406	4.4037528	0.0564120	4.4000000	3781692713.6592751
4.4031980	4.4037528	4.4034754	0.0566558	0.0566293	0.0563202	4.4034754	0.0565351	4.4000000	3781692714.8305168
4.4034754	4.4034754	4.4034754	0.0564479	0.0569467	0.0567197	4.4034754	0.0567048	4.4000000	3781692716.0108986
4.4037528	4.4031980	4.4031980	0.0562353	0.0560348	0.0558714	4.4033829	0.0560472	4.4000000	3781692717.1794982
4.4040302	4.4031980	4.4034754	0.0566882	0.0569150	0.0575646	4.4035679	0.0570559	4.4000000	3781692718.3267226
4.4037528	4.4034754	4.4040302	0.0568347	0.0566111	0.0566214	4.4037528	0.0566891	4.4000000	3781692719.4979782
4.4037528	4.4034754	4.4034754	0.0566687	0.0576162	0.0573568	4.4035679	0.0572139	4.4000000	3781692720.7306018
4.4040302	4.4040302	4.4029204	0.0577974	0.0573389	0.0568140	4.4036603	0.0573168	4.4000000	3781692721.9018970
4.4043076	4.4031980	4.4037528	0.0569866	0.0566708	0.0561798	4.4037528	0.0566124	4.4000000	3781692723.0696158
4.4037528	4.4040302	4.4043076	0.0562014	0.0565389	0.0562169	4.4040302	0.0563191	4.4000000	3781692724.2450161
4.4034754	4.4037528	4.4037528	0.0560465	0.0556082	0.0561162	4.4036603	0.0559237	4.4000000	3781692725.4195838
4.4040302	4.4034754	4.4031980	0.0555870	0.0551156	0.0545445	4.4035679	0.0550823	4.4000000	3781692726.5821934
4.4037528	4.4037528	4.4037528	0.0553231	0.0549293	0.0547263	4.4037528	0.0549929	4.4000000	3781692727.7575688
4.4034754	4.4037528	4.4034754	0.0545022	0.0539049	0.0545498	4.4035679	0.0543190	4.4000000	3781692728.9207306
4.4037528	4.4037528	4.4031980	0.0545638	0.0543501	0.0542745	4.4035679	0.0543961	4.4000000	3781692730.0939336
4.4037528	4.4034754	4.4034754	0.0542956	0.0541414	0.0544106	4.4035679	0.0542825	4.4000000	3781692731.2554622
4.4034754	4.4037528	4.4037528	0.0550712	0.0548747	0.0552055	4.4036603	0.0550505	4.4000000	3781692732.4265718
4.4037528	4.4034754	4.4034754	0.0548400	0.0546441	0.0547552	4.4035679	0.0547465	4.4000000	3781692733.5931382
4.4031980	4.4031980	4.4026430	0.0548235	0.0543168	0.0550851	4.4030130	0.0547418	4.4000000	3781692734.7627654
4.4034754	4.4031980	4.4029204	0.0545676	0.0546248	0.0547991	4.4031979	0.0546638	4.4000000	3781692735.9352822
4.4040302	4.4031980	4.4034754	0.0544928	0.0552207	0.0551010	4.4035679	0.0549382	4.4000000	3781692737.1054687
4.4034754	4.4034754	4.4031980	0.0558004	0.0557353	0.0554142	4.4033829	0.0556500	4.4000000	3781692738.2735977
4.4034754	4.4037528	4.4037528	0.0551856	0.0548171	0.0547907	4.4036603	0.0549311	4.4000000	3781692739.4469318
4.4037528	4.4037528	4.4037528	0.0546929	0.0541058	0.0545866	4.4037528	0.0544618	4.4000000	3781692740.6182976
4.4037528	4.4043076	4.4040302	0.0550210	0.0559548	0.0563030	4.4040302	0.0557596	4.4000000	3781692741.8005710
4.4037528	4.4043076	4.4034754	0.0565405	0.0557487	0.0556827	4.4038453	0.0559906	4.4000000	3781692742.9681358
4.4034754	4.4037528	4.4029204	0.0550288	0.0560571	0.0561103	4.4033829	0.0557321	4.4000000	3781692744.1387367
4.4034754	4.4031980	4.4034754	0.0566170	0.0571699	0.0570021	4.4033829	0.0569297	4.4000000	3781692745.3071914
4.4040302	4.4031980	4.4034754	0.0572566	0.0567378	0.0565043	4.4035679	0.0568329	4.4000000	3781692746.4726305
4.4040302	4.4034754	4.4037528	0.0562906	0.0562558	0.0560979	4.4037528	0.0562148	4.4000000	3781692747.6400495
4.4034754	4.4037528	4.4034754	0.0559421	0.0558029	0.0556967	4.4035679	0.0558139	4.4000000	3781692748.7922430
4.4037528	4.4034754	4.4040302	0.0558535	0.0562587	0.0555858	4.4037528	0.0558994	4.4000000	3781692749.9575505
4.4040302	4.4040302	4.4037528	0.0558785	0.0560063	0.0562577	4.4039377	0.0560475	4.4000000	3781692751.1027818
4.4037528	4.4034754	4.4029204	0.0556360	0.0556203	0.0561758	4.4033829	0.0558107	4.4000000	3781692752.2831550
4.4031980	4.4034754	4.4043076	0.0550769	0.0554378	0.0560892	4.4036603	0.0555346	4.4000000	3781692753.4553146
4.4040302	4.4043076	4.4037528	0.0555133	0.0554019	0.0559700	4.4040302	0.0556284	4.4000000	3781692754.6260824
4.4040302	4.4043076	4.4034754	0.0552337	0.0560374	0.0553631	4.4039377	0.0555447	4.4000000	3781692755.8039231
4.4040302	4.4037528	4.4040302	0.0552851	0.0543672	0.0542541	4.4039377	0.0546355	4.4000000	3781692756.9759970
4.4037528	4.4043076	4.4037528	0.0541315	0.0540638	0.0539717	4.4039377	0.0540557	4.4000000	3781692758.1471152
4.4043076	4.4037528	4.4040302	0.0538568	0.0537439	0.0543866	4.4040302	0.0539957	4.4000000	3781692759.3175473
4.4037528	4.4037528	4.4040302	0.0546681	0.0540353	0.0536947	4.4038453	0.0541327	4.4000000	3781692760.4880271
4.4040302	4.4034754	4.4037528	0.0537068	0.0537865	0.0544874	4.4037528	0.0539936	4.4000000	3781692761.6593728
4.4034754	4.4034754	4.4037528	0.0547885	0.0543465	0.0547959	4.4035679	0.0546436	4.4000000	3781692762.8255568
4.4037528	4.4031980	4.4034754	0.0542288	0.0547670	0.0547949	4.4034754	0.0545969	4.4000000	3781692763.9978967
4.4037528	4.4037528	4.4034754	0.0545982	0.0543574	0.0547201	4.4036603	0.0545586	4.4000000	3781692765.1857138
4.4034754	4.4040302	4.4043076	0.0547185	0.0546120	0.0544540	4.4039377	0.0545949	4.4000000	3781692766.3370848
4.4034754	4.4031980	4.4034754	0.0545728	0.0546190	0.0546434	4.4033829	0.0546117	4.4000000	3781692767.5101538
4.4034754	4.4037528	4.4037528	0.0553568	0.0551735	0.0551402	4.4036603	0.0552235	4.4000000	3781692768.6730552
4.4040302	4.4034754	4.4034754	0.0549411	0.0552726	0.0554167	4.4036603	0.0552102	4.4000000	3781692769.8460078
4.4031980	4.4031980	4.4043076	0.0550141	0.0548202	0.0551298	4.4035679	0.0549880	4.4000000	3781692771.0372686
4.4045852	4.4040302	4.4037528	0.0545216	0.0546947	0.0547277	4.4041227	0.0546480	4.4000000	3781692772.1982799
4.4034754	4.4034754	4.4034754	0.0548520	0.0552502	0.0548490	4.4034754	0.0549837	4.4000000	3781692773.3566103
4.4034754	4.4037528	4.4037528	0.0553861	0.0552380	0.0551777	4.4036603	0.0552673	4.4000000	3781692774.5254784
4.4040302	4.4043076	4.4031980	0.0554495	0.0554868	0.0552097	4.4038453	0.0553820	4.4000000	3781692775.6953545
4.4031980	4.4034754	4.4034754	0.0552724	0.0556968	0.0557057	4.4033829	0.0555583	4.4000000	3781692776.8644967
4.4031980	4.4037528	4.4037528	0.0556293	0.0562944	0.0553902	4.4035679	0.0557713	4.4000000	3781692778.0308366
4.4034754	4.4031980	4.4034754	0.0552328	0.0560830	0.0555585	4.4033829	0.0556248	4.4000000	3781692779.1947618
4.4034754	4.4037528	4.4031980	0.0558297	0.0556959	0.0552230	4.4034754	0.0555829	4.4000000	3781692780.3757434
4.4034754	4.4037528	4.4034754	0.0555822	0.0554763	0.0555517	4.4035679	0.0555367	4.4000000	3781692781.5371504
4.4037528	4.4034754	4.4031980	0.0552826	0.0555278	0.0555568	4.4034754	0.0554557	4.4000000	3781692782.7079425
4.4040302	4.4040302	4.4037528	0.0555537	0.0558534	0.0562135	4.4039377	0.0558735	4.4000000	3781692783.8793287
4.4034754	4.4031980	4.4031980	0.0555441	0.0553691	0.0553023	4.4032905	0.0554052	4.4000000	3781692785.0416665
4.4034754	4.4034754	4.4037528	0.0554560	0.0551520	0.0556698	4.4035679	0.0554259	4.4000000	3781692786.1987753
4.4037528	4.4040302	4.4037528	0.0559888	0.0554549	0.0548629	4.4038453	0.0554355	4.4000000	3781692787.3676839
4.4034754	4.4029204	4.4034754	0.0556847	0.0558148	0.0561186	4.4032904	0.0558727	4.4000000	3781692788.5347118
4.4037528	4.4029204	4.4037528	0.0562721	0.0557246	0.0567462	4.4034753	0.0562476	4.4000000	3781692789.6969137
4.4040302	4.4037528	4.4034754	0.0567784	0.0559919	0.0563955	4.4037528	0.0563886	4.4000000	3781692790.8776879
4.4034754	4.4037528	4.4037528	0.0563241	0.0557001	0.0554977	4.4036603	0.0558406	4.4000000	3781692792.0571470
4.4034754	4.4043076	4.4037528	0.0554454	0.0557737	0.0554298	4.4038453	0.0555496	4.4000000	3781692793.2193432
4.4043076	4.4037528	4.4040302	0.0562611	0.0558124	0.0557902	4.4040302	0.0559546	4.4000000	3781692794.3868656
4.4034754	4.4040302	4.4037528	0.0566257	0.0567478	0.0556915	4.4037528	0.0563550	4.4000000	3781692795.5591936
4.4037528	4.4031980	4.4029204	0.0555053	0.0549920	0.0552655	4.4032904	0.0552543	4.4000000	3781692796.7328634
4.4034754	4.4031980	4.4040302	0.0550768	0.0545678	0.0552597	4.4035679	0.0549681	4.4000000	3781692797.8922744
4.4037528	4.4040302	4.4034754	0.0554935	0.0556979	0.0560917	4.4037528	0.0557610	4.4000000	3781692799.0647774
4.4037528	4.4040302	4.4031980	0.0561394	0.0569020	0.0564543	4.4036603	0.0564985	4.4000000	3781692800.2228255
4.4037528	4.4040302	4.4037528	0.0561264	0.0562343	0.0567167	4.4038453	0.0563591	4.4000000	3781692801.3844886
4.4040302	4.4037528	4.4043076	0.0564332	0.0566580	0.0571790	4.4040302	0.0567567	4.4000000	3781692802.5526590
4.4037528	4.4040302	4.4040302	0.0562216	0.0558647	0.0556206	4.4039377	0.0559023	4.4000000	3781692803.7244768
4.4040302	4.4045852	4.4034754	0.0558036	0.0557705	0.0563698	4.4040303	0.0559813	4.4000000	3781692804.8915215
4.4043076	4.4040302	4.4040302	0.0562117	0.0559629	0.0559888	4.4041227	0.0560545	4.4000000	3781692806.0727344
4.4045852	4.4043076	4.4040302	0.0562528	0.0563028	0.0561100	4.4043077	0.0562219	4.4000000	3781692807.2343793
4.4040302	4.4041690	4.4043076	0.0563386	0.0570306	0.0568635	4.4041689	0.0567442	4.4000000	3781692808.3995814
4.4043076	4.4040302	4.4037528	0.0570446	0.0571961	0.0569861	4.4040302	0.0570756	4.4000000	3781692809.5684824
4.4037528	4.4043076	4.4043076	0.0562307	0.0563989	0.0560871	4.4041227	0.0562389	4.4000000	3781692810.7426391
4.4037528	4.4031980	4.4031980	0.0562945	0.0563784	0.0563589	4.4033829	0.0563439	4.4000000	3781692811.9104528
4.4037528	4.4034754	4.4040302	0.0558307	0.0560668	0.0560418	4.4037528	0.0559798	4.4000000	3781692813.0766144
4.4043076	4.4040302	4.4037528	0.0557893	0.0553428	0.0558072	4.4040302	0.0556464	4.4000000	3781692814.2457862
4.4037528	4.4045852	4.4037528	0.0554263	0.0551847	0.0549541	4.4040303	0.0551884	4.4000000	3781692815.4174585
4.4043076	4.4037528	4.4037528	0.0550384	0.0552866	0.0562576	4.4039377	0.0555275	4.4000000	3781692816.5860434
4.4037528	4.4034754	4.4034754	0.0562577	0.0559702	0.0553795	4.4035679	0.0558692	4.4000000	3781692817.7573328
4.4040302	4.4037528	4.4029204	0.0555893	0.0552437	0.0553876	4.4035678	0.0554068	4.4000000	3781692818.9239616
4.4034754	4.4034754	4.4034754	0.0552569	0.0554353	0.0549573	4.4034754	0.0552165	4.4000000	3781692820.0966921
4.4037528	4.4040302	4.4031980	0.0547016	0.0541890	0.0545199	4.4036603	0.0544702	4.4000000	3781692821.2644567
4.4031980	4.4034754	4.4037528	0.0535060	0.0536704	0.0535774	4.4034754	0.0535846	4.4000000	3781692822.4366279
4.4040302	4.4037528	4.4034754	0.0534770	0.0537055	0.0540916	4.4037528	0.0537580	4.4000000	3781692823.6078625
4.4040302	4.4040302	4.4034754	0.0544160	0.0542696	0.0545626	4.4038453	0.0544160	4.4000000	3781692824.7746110
4.4037528	4.4040302	4.4037528	0.0549876	0.0550244	0.0551872	4.4038453	0.0550664	4.4000000	3781692825.9473991
4.4034754	4.4034754	4.4034754	0.0552022	0.0550356	0.0547036	4.4034754	0.0549804	4.4000000	3781692827.1171951
4.4034754	4.4034754	4.4034754	0.0538297	0.0538520	0.0541230	4.4034754	0.0539349	4.4000000	3781692828.2859225
4.4031980	4.4031980	4.4037528	0.0541956	0.0542672	0.0546878	4.4033829	0.0543835	4.4000000	3781692829.4533887
4.4034754	4.4034754	4.4037528	0.0541093	0.0539043	0.0546482	4.4035679	0.0542206	4.4000000	3781692830.6283135
4.4031980	4.4034754	4.4040302	0.0551277	0.0550698	0.0551053	4.4035679	0.0551009	4.4000000	3781692831.8040256
4.4037528	4.4040302	4.4031980	0.0547994	0.0553786	0.0560326	4.4036603	0.0554035	4.4000000	3781692832.9700327
4.4037528	4.4034754	4.4034754	0.0560185	0.0554991	0.0557670	4.4035679	0.0557615	4.4000000	3781692834.1290016
4.4034754	4.4043076	4.4040302	0.0557575	0.0568675	0.0564037	4.4039377	0.0563429	4.4000000	3781692835.3041425
4.4043076	4.4040302	4.4034754	0.0563731	0.0565056	0.0555548	4.4039377	0.0561445	4.4000000	3781692836.5142264
4.4034754	4.4031980	4.4031980	0.0558009	0.0559625	0.0557165	4.4032905	0.0558266	4.4000000	3781692837.6760969
4.4031980	4.4031980	4.4037528	0.0561834	0.0560874	0.0568795	4.4033829	0.0563835	4.4000000	3781692838.8426008
4.4037528	4.4037528	4.4031980	0.0570394	0.0564186	0.0561236	4.4035679	0.0565272	4.4000000	3781692840.0155134
4.4037528	4.4034754	4.4034754	0.0554765	0.0554234	0.0555264	4.4035679	0.0554754	4.4000000	3781692841.1875386
4.4034754	4.4040302	4.4031980	0.0547648	0.0548782	0.0549794	4.4035679	0.0548741	4.4000000	3781692842.3610110
4.4026430	4.4034754	4.4034754	0.0550049	0.0556084	0.0554442	4.4031979	0.0553525	4.4000000	3781692843.5279770
4.4031980	4.4037528	4.4037528	0.0555209	0.0553384	0.0548824	4.4035679	0.0552472	4.4000000	3781692844.6938176
4.4040302	4.4040302	4.4037528	0.0552389	0.0552205	0.0557494	4.4039377	0.0554029	4.4000000	3781692845.8592095
4.4034754	4.4034754	4.4037528	0.0552702	0.0554458	0.0555842	4.4035679	0.0554334	4.4000000	3781692847.0350871
4.4034754	4.4037528	4.4031980	0.0557268	0.0556682	0.0557292	4.4034754	0.0557080	4.4000000	3781692848.2003074
4.4031980	4.4037528	4.4037528	0.0555122	0.0557437	0.0561911	4.4035679	0.0558157	4.4000000	3781692849.3546710
4.4031980	4.4034754	4.4029204	0.0568999	0.0559966	0.0570978	4.4031979	0.0566648	4.4000000	3781692850.5789833
